,name,company,year,Price,kms_driven,fuel_type,transmission
1349,Maruti Alto,Maruti,2012,220000,80000,Petrol,Manual
1350,Maruti 800,Maruti,2001,40000,30000,Petrol,Manual
1351,Renault KWID,Renault,2017,300000,20000,Petrol,Automatic
1352,Mahindra Bolero,Mahindra,2018,630000,40000,Diesel,Manual
1353,Maruti Swift,Maruti,2017,610000,40000,Diesel,Manual
1354,Hyundai Xcent,Hyundai,2019,660000,7000,Petrol,Manual
1355,Maruti Wagon,Maruti,2012,220000,80000,LPG,Manual
1356,Nissan Micra,Nissan,2011,138000,90000,Diesel,Manual
1357,Nissan Micra,Nissan,2013,210000,13770,Diesel,Manual
1358,Maruti Zen,Maruti,2005,125000,34000,Petrol,Manual
1359,Maruti Alto,Maruti,2008,125000,102000,Petrol,Manual
1360,Honda City,Honda,2014,725000,110000,Diesel,Manual
1361,Maruti Alto,Maruti,2011,170000,90000,Petrol,Manual
1362,Toyota Innova,Toyota,2015,1200000,70000,Diesel,Manual
1363,Maruti Wagon,Maruti,2003,70000,90000,Petrol,Manual
1364,Maruti Alto,Maruti,2007,100000,70000,Petrol,Manual
1365,Honda Civic,Honda,2006,300000,80000,Petrol,Manual
1366,Maruti Swift,Maruti,2013,450000,100000,Diesel,Manual
1367,Maruti Swift,Maruti,2015,530000,100000,Diesel,Manual
1368,Maruti Zen,Maruti,2007,100000,143000,Petrol,Manual
1369,Honda City,Honda,2010,350000,115000,Petrol,Manual
1370,Tata Manza,Tata,2011,165000,100000,Diesel,Manual
1371,Maruti Swift,Maruti,2019,475000,120000,Diesel,Manual
1372,Mahindra Xylo,Mahindra,2013,350000,42000,Diesel,Manual
1373,Renault KWID,Renault,2016,229999,38000,Petrol,Manual
1374,Honda WR-V,Honda,2018,800000,35000,Diesel,Manual
1375,Maruti Swift,Maruti,2014,475000,120000,Diesel,Manual
1376,Nissan Terrano,Nissan,2014,425000,136906,Diesel,Manual
1377,Maruti Ciaz,Maruti,2015,660000,97000,Diesel,Manual
1378,Honda Amaze,Honda,2019,610000,10000,Petrol,Automatic
1379,Honda Brio,Honda,2013,240000,50000,Petrol,Manual
1380,Maruti Esteem,Maruti,2005,70000,60000,Petrol,Manual
1381,Toyota Corolla,Toyota,2011,550000,120000,Diesel,Manual
1382,Tata Indica,Tata,2010,100000,120000,Petrol,Manual
1383,Mahindra Bolero,Mahindra,2010,350000,90000,Diesel,Manual
1384,Hyundai EON,Hyundai,2013,200000,120000,Petrol,Manual
1385,Hyundai Elite,Hyundai,2019,720000,3000,Petrol,Automatic
1386,Maruti Ritz,Maruti,2014,350000,133000,Diesel,Manual
1387,Maruti Wagon,Maruti,2016,400000,25000,Petrol,Manual
1388,Hyundai i20,Hyundai,2017,570000,35000,Petrol,Manual
1389,Maruti Omni,Maruti,2015,130000,70000,Petrol,Manual
1390,Maruti Alto,Maruti,2016,210000,52000,Petrol,Manual
1391,Hyundai Creta,Hyundai,2018,800000,52000,Diesel,Manual
1392,Honda Jazz,Honda,2017,700000,39000,Diesel,Manual
1393,Tata Indica,Tata,2011,200000,28689,Diesel,Manual
1394,Tata Aria,Tata,2014,495000,90000,Diesel,Manual
1395,Ford Fiesta,Ford,2014,325000,80322,Diesel,Manual
1396,Ford Freestyle,Ford,2019,650000,8000,Petrol,Manual
1397,Mahindra Jeep,Mahindra,2000,155000,50000,Diesel,Manual
1398,Maruti 800,Maruti,2007,75000,90000,Petrol,Manual
1399,Hyundai Grand,Hyundai,2015,350000,61658,Diesel,Manual
1400,Maruti Zen,Maruti,2010,90000,50000,Petrol,Manual
1401,Maruti Ertiga,Maruti,2016,600000,80000,Diesel,Manual
1402,Mahindra Scorpio,Mahindra,2010,400000,185000,Diesel,Manual
1403,Maruti Swift,Maruti,2014,370000,57000,Diesel,Manual
1404,Maruti 800,Maruti,2000,50000,60000,Petrol,Manual
1405,Honda City,Honda,2004,125000,120000,Petrol,Manual
1406,Honda CR-V,Honda,2018,1800000,26000,Diesel,Automatic
1407,Hyundai Grand,Hyundai,2019,650000,20000,Petrol,Automatic
1408,Maruti Ertiga,Maruti,2017,800000,30600,Petrol,Automatic
1409,Volkswagen Polo,Volkswagen,2020,802000,5000,Petrol,Manual
1410,Audi A4,Audi,2015,2300000,35000,Diesel,Automatic
1411,Hyundai Xcent,Hyundai,2016,430000,35000,Diesel,Manual
1412,Hyundai Verna,Hyundai,2017,650000,23000,Petrol,Manual
1413,Mahindra Scorpio,Mahindra,2004,170000,120000,Diesel,Manual
1414,Skoda Superb,Skoda,2011,450000,235000,Diesel,Automatic
1415,Maruti Alto,Maruti,2013,250000,87000,Petrol,Manual
1416,Ford Ecosport,Ford,2014,550000,72000,Petrol,Manual
1417,Jaguar XF,Jaguar,2013,2000000,64000,Diesel,Automatic
1418,Maruti Zen,Maruti,2007,140000,100000,Petrol,Manual
1419,Chevrolet Beat,Chevrolet,2012,155000,12000,Petrol,Manual
1420,Hyundai Accent,Hyundai,2010,120000,67000,Petrol,Manual
1421,Toyota Innova,Toyota,2012,287000,70000,Diesel,Manual
1422,Maruti Baleno,Maruti,2016,675000,60000,Diesel,Manual
1423,Hyundai i10,Hyundai,2011,235000,74500,Petrol,Manual
1424,Hyundai i20,Hyundai,2011,300000,118700,Diesel,Manual
1425,Nissan Micra,Nissan,2015,434999,40000,Petrol,Automatic
1426,Mahindra Scorpio,Mahindra,2004,225000,223660,Diesel,Automatic
1427,Toyota Corolla,Toyota,2006,160000,140000,Petrol,Manual
1428,Hyundai Grand,Hyundai,2020,600000,5000,Petrol,Manual
1429,Chevrolet Tavera,Chevrolet,2016,470000,100000,Diesel,Manual
1430,Maruti Swift,Maruti,2011,300000,100000,Petrol,Manual
1431,Maruti Baleno,Maruti,2018,600000,2000,Petrol,Manual
1432,Hyundai Grand,Hyundai,2020,640000,4000,Petrol,Automatic
1433,Tata Indica,Tata,2006,50000,120000,Diesel,Manual
1434,Hyundai Verna,Hyundai,2015,600000,35000,Petrol,Manual
1435,Hyundai i10,Hyundai,2014,290000,29000,LPG,Manual
1436,Hyundai Verna,Hyundai,2015,600000,30000,Petrol,Manual
1437,Tata Manza,Tata,2012,190000,120000,Diesel,Manual
1438,Hyundai i10,Hyundai,2008,160000,110000,Petrol,Manual
1439,Maruti Alto,Maruti,2017,325000,15000,Petrol,Manual
1440,Mahindra Bolero,Mahindra,2006,200000,73756,Diesel,Manual
1441,Toyota Fortuner,Toyota,2018,2800000,40000,Diesel,Automatic
1442,Chevrolet Spark,Chevrolet,2011,125000,60000,Petrol,Manual
1443,Hyundai i10,Hyundai,2008,155000,60000,Petrol,Manual
1444,Hyundai i20,Hyundai,2015,550000,90000,Diesel,Manual
1445,Maruti Wagon,Maruti,2009,130000,70000,Petrol,Manual
1446,Maruti 800,Maruti,2002,80000,70000,Petrol,Manual
1447,Toyota Etios,Toyota,2015,500000,80000,Diesel,Manual
1448,Renault KWID,Renault,2019,250000,27000,Petrol,Manual
1449,Mahindra XUV500,Mahindra,2012,580000,70000,Diesel,Manual
1450,Daewoo Matiz,Daewoo,2002,60000,50000,Petrol,Manual
1451,Toyota Etios,Toyota,2012,300000,185000,Diesel,Manual
1452,Ford Figo,Ford,2014,200000,90000,Diesel,Manual
1453,Tata Hexa,Tata,2017,1200000,16400,Diesel,Manual
1454,Toyota Etios,Toyota,2015,350000,80000,Diesel,Manual
1455,Mahindra XUV500,Mahindra,2012,600000,80000,Diesel,Manual
1456,Honda Jazz,Honda,2019,650000,4000,Petrol,Manual
1457,Maruti A-Star,Maruti,2008,120000,40000,Petrol,Manual
1458,Tata New,Tata,2010,180000,120000,Diesel,Manual
1459,Hyundai Verna,Hyundai,2018,950000,41395,Petrol,Automatic
1460,Tata Manza,Tata,2012,250999,35000,Diesel,Manual
1461,Skoda Laura,Skoda,2012,385000,52000,Diesel,Manual
1462,Audi A8,Audi,2009,1250000,47000,Diesel,Automatic
1463,Chevrolet Beat,Chevrolet,2013,165000,50000,Petrol,Manual
1464,Hyundai Elantra,Hyundai,2015,700000,48000,Petrol,Manual
1465,Mahindra XUV500,Mahindra,2015,750000,53000,Diesel,Manual
1466,Mahindra Renault,Mahindra,2008,89999,213000,Diesel,Manual
1467,Datsun redi-GO,Datsun,2018,290000,15000,Petrol,Automatic
1468,Tata Nano,Tata,2014,45000,7000,Petrol,Manual
1469,Skoda Superb,Skoda,2013,675000,88000,Diesel,Automatic
1470,Nissan Terrano,Nissan,2015,530000,55000,Diesel,Manual
1471,BMW X1,BMW,2014,1485000,48000,Diesel,Automatic
1472,Chevrolet Enjoy,Chevrolet,2014,325000,71014,Diesel,Manual
1473,Honda Amaze,Honda,2015,400000,60000,Diesel,Manual
1474,Mahindra KUV,Mahindra,2017,380000,71000,Diesel,Manual
1475,Honda City,Honda,2016,750000,45000,Petrol,Automatic
1476,Honda Brio,Honda,2017,390000,45000,Petrol,Manual
1477,Maruti Alto,Maruti,2009,110000,20000,Petrol,Manual
1478,MG Hector,MG,2019,1825000,14000,Diesel,Manual
1479,Audi A4,Audi,2019,3256000,17000,Diesel,Automatic
1480,Renault Scala,Renault,2015,370000,60000,Diesel,Manual
1481,Chevrolet Beat,Chevrolet,2013,210000,80000,Diesel,Manual
1482,Skoda Laura,Skoda,2007,175000,181000,Diesel,Manual
1483,Hyundai Verna,Hyundai,2012,575000,89550,Diesel,Manual
1484,Mahindra Xylo,Mahindra,2010,320000,90000,Diesel,Manual
1485,Maruti Swift,Maruti,2010,280000,149500,Diesel,Manual
1486,Renault Duster,Renault,2013,500000,190000,Diesel,Manual
1487,Ford Fiesta,Ford,2013,380000,83000,Diesel,Manual
1488,Maruti 800,Maruti,2005,120000,20000,Petrol,Manual
1489,Maruti Eeco,Maruti,2018,395000,20000,Petrol,Manual
1490,Skoda Laura,Skoda,2010,360000,160000,Diesel,Manual
1491,Nissan Terrano,Nissan,2015,451000,100000,Diesel,Manual
1492,Chevrolet Spark,Chevrolet,2010,175000,45000,Petrol,Manual
1493,Chevrolet Spark,Chevrolet,2009,170000,44800,Petrol,Manual
1494,Hyundai Santro,Hyundai,2006,100000,40000,Petrol,Manual
1495,Maruti Omni,Maruti,2014,150000,120000,Petrol,Manual
1496,Tata Indica,Tata,2011,149000,10000,Diesel,Manual
1497,Tata Indica,Tata,2011,160000,80000,Diesel,Manual
1498,Datsun GO,Datsun,2018,434999,10000,Petrol,Manual
1499,Mahindra XUV500,Mahindra,2014,800000,156000,Diesel,Manual
1500,Toyota Innova,Toyota,2010,819999,120000,Diesel,Manual
1501,Maruti Baleno,Maruti,2007,163000,100000,Petrol,Manual
1502,Mercedes-Benz E-Class,Mercedes-Benz,2001,350000,100000,Diesel,Manual
1503,Tata Indica,Tata,2006,75000,100000,Petrol,Manual
1504,Maruti Alto,Maruti,2012,180000,60000,Petrol,Manual
1505,Ford Figo,Ford,2017,675000,30000,Diesel,Manual
1506,Maruti Swift,Maruti,2013,400000,170000,Diesel,Manual
1507,Volkswagen Polo,Volkswagen,2013,434999,100000,Diesel,Manual
1508,Tata Indigo,Tata,2006,100000,110000,Petrol,Manual
1509,Maruti Swift,Maruti,2015,419000,170000,Diesel,Manual
1510,Tata Indica,Tata,2009,200000,100000,Petrol,Manual
1511,Renault Scala,Renault,2014,400000,35000,Diesel,Manual
1512,Ford EcoSport,Ford,2018,790000,40000,Diesel,Manual
1513,Renault Duster,Renault,2015,500000,90000,Diesel,Manual
1514,Skoda Rapid,Skoda,2012,275000,120000,Diesel,Manual
1515,Hyundai i20,Hyundai,2012,450000,120000,Diesel,Manual
1516,Mahindra XUV500,Mahindra,2020,1400000,25000,Diesel,Manual
1517,Renault Duster,Renault,2015,800000,15000,Diesel,Manual
1518,Maruti Wagon,Maruti,2014,315000,41000,Petrol,Manual
1519,Maruti Baleno,Maruti,2019,700000,16000,Petrol,Manual
1520,Mahindra Bolero,Mahindra,2016,585000,51000,Diesel,Manual
1521,Chevrolet Sail,Chevrolet,2014,350000,30000,Petrol,Manual
1522,Honda City,Honda,2014,495000,80000,Diesel,Manual
1523,Hyundai Grand,Hyundai,2017,500000,50000,Petrol,Manual
1524,Hyundai Grand,Hyundai,2013,345000,44000,Petrol,Manual
1525,Maruti Baleno,Maruti,2015,500000,10000,Petrol,Manual
1526,Maruti Wagon,Maruti,2016,360000,33000,Petrol,Manual
1527,Maruti Alto,Maruti,2010,210000,25000,Petrol,Manual
1528,Maruti Alto,Maruti,2014,220000,66000,Petrol,Manual
1529,Chevrolet Aveo,Chevrolet,2009,250000,48000,Petrol,Manual
1530,Toyota Innova,Toyota,2016,990000,146000,Diesel,Manual
1531,Mahindra Quanto,Mahindra,2013,220000,100000,Diesel,Manual
1532,Jaguar XF,Jaguar,2012,1800000,50000,Diesel,Automatic
1533,Honda City,Honda,2014,530000,50000,Petrol,Manual
1534,Maruti Baleno,Maruti,2016,575000,50000,Diesel,Manual
1535,Mahindra Xylo,Mahindra,2012,400000,99000,Diesel,Manual
1536,Honda Mobilio,Honda,2016,680000,50000,Diesel,Manual
1537,Hyundai Santa,Hyundai,2014,1000000,80000,Diesel,Automatic
1538,Maruti Alto,Maruti,2016,260000,45000,Petrol,Manual
1539,Tata Manza,Tata,2010,150000,50000,Petrol,Manual
1540,Maruti Alto,Maruti,2008,180000,70000,Petrol,Manual
1541,Force One,Force,2014,346000,37516,Diesel,Manual
1542,Mahindra Xylo,Mahindra,2015,450000,20000,Diesel,Manual
1543,Hyundai Grand,Hyundai,2019,500000,5000,Petrol,Manual
1544,Hyundai Grand,Hyundai,2019,700000,8000,Diesel,Manual
1545,Maruti Alto,Maruti,2019,280000,25880,Petrol,Manual
1546,Hyundai Santro,Hyundai,2019,475000,10000,Petrol,Automatic
1547,Maruti Swift,Maruti,2009,300000,50000,Diesel,Manual
1548,Maruti Alto,Maruti,2014,200999,40000,Petrol,Manual
1549,Skoda Laura,Skoda,2009,200000,100000,Diesel,Manual
1550,Chevrolet Aveo,Chevrolet,2009,210000,80000,Petrol,Manual
1551,Tata Indigo,Tata,2012,160000,110000,Diesel,Manual
1552,Hyundai Verna,Hyundai,2009,175000,136000,Diesel,Manual
1553,Tata New,Tata,2012,320000,80000,Diesel,Manual
1554,Maruti Alto,Maruti,2009,110000,50000,Petrol,Manual
1555,Maruti Wagon,Maruti,2008,300000,30000,Petrol,Manual
1556,Honda City,Honda,2012,700000,10000,Petrol,Manual
1557,Tata Indica,Tata,2009,135000,90000,Diesel,Manual
1558,Mahindra Bolero,Mahindra,2015,500000,110000,Diesel,Manual
1559,Mahindra Scorpio,Mahindra,2012,550000,120000,Diesel,Manual
1560,Toyota Innova,Toyota,2014,1050000,90000,Diesel,Manual
1561,Honda City,Honda,2016,500000,20000,Petrol,Manual
1562,Maruti Ritz,Maruti,2011,180000,90000,Diesel,Manual
1563,Hyundai Santro,Hyundai,2010,170000,50000,Petrol,Manual
1564,Honda Brio,Honda,2019,484999,9000,Petrol,Manual
1565,Maruti A-Star,Maruti,2011,150000,70000,Petrol,Manual
1566,Maruti Alto,Maruti,2018,380000,25000,Petrol,Manual
1567,Hyundai Santro,Hyundai,2019,480000,10000,Petrol,Manual
1568,Tata Indica,Tata,2009,135000,90000,Diesel,Manual
1569,Volkswagen Polo,Volkswagen,2011,290000,60000,Diesel,Manual
1570,Fiat Linea,Fiat,2013,350000,70000,Petrol,Manual
1571,Maruti Alto,Maruti,2014,110000,25000,Petrol,Manual
1572,Hyundai Santro,Hyundai,2003,70000,80000,Petrol,Manual
1573,Volkswagen Vento,Volkswagen,2011,300000,70000,Petrol,Automatic
1574,Maruti Alto,Maruti,2017,180000,60000,Petrol,Manual
1575,Renault KWID,Renault,2020,300000,20000,Petrol,Manual
1576,Maruti Baleno,Maruti,2017,509000,60000,Petrol,Manual
1577,Maruti SX4,Maruti,2016,650000,80000,Diesel,Manual
1578,Maruti Swift,Maruti,2015,450000,70000,Diesel,Manual
1579,Mahindra Jeep,Mahindra,1999,170000,2020,Diesel,Manual
1580,Mahindra Scorpio,Mahindra,2007,210000,100000,Diesel,Manual
1581,Hyundai i20,Hyundai,2013,360000,80000,Diesel,Manual
1582,Toyota Innova,Toyota,2011,495000,120000,Diesel,Manual
1583,Maruti Alto,Maruti,2006,105000,100000,Petrol,Manual
1584,Hyundai i20,Hyundai,2010,270000,60000,Petrol,Manual
1585,Ford Figo,Ford,2010,130000,110000,Petrol,Manual
1586,Honda City,Honda,2014,700000,90000,Diesel,Manual
1587,Chevrolet Cruze,Chevrolet,2012,400000,40000,Diesel,Manual
1588,Maruti Swift,Maruti,2009,250000,60000,Petrol,Manual
1589,Honda Amaze,Honda,2013,325000,94000,Diesel,Manual
1590,Maruti Alto,Maruti,2008,69000,100000,Petrol,Manual
1591,Mahindra Scorpio,Mahindra,2018,1380000,25000,Diesel,Manual
1592,Maruti Zen,Maruti,2007,90000,90000,Petrol,Manual
1593,Mahindra XUV500,Mahindra,2016,1000000,40000,Diesel,Manual
1594,Hyundai Accent,Hyundai,2010,145000,90000,CNG,Manual
1595,Maruti Alto,Maruti,2020,250000,1100,Petrol,Manual
1596,Maruti Swift,Maruti,2011,256000,70000,Diesel,Manual
1597,Tata Indica,Tata,2005,70000,120000,Diesel,Manual
1598,Maruti Wagon,Maruti,2000,50000,88500,Petrol,Manual
1599,Renault KWID,Renault,2016,240000,70000,Petrol,Manual
1600,Tata Indica,Tata,2010,97000,128000,Petrol,Manual
1601,Tata Indigo,Tata,2012,130000,120000,Diesel,Manual
1602,Maruti Swift,Maruti,2009,199000,52536,Petrol,Manual
1603,Honda Civic,Honda,2006,125000,70000,Petrol,Automatic
1604,Hyundai Xcent,Hyundai,2015,420000,60000,Diesel,Manual
1605,Mahindra NuvoSport,Mahindra,2016,525000,110000,Diesel,Manual
1606,Hyundai Santro,Hyundai,2008,125000,85000,Petrol,Manual
1607,Hyundai Verna,Hyundai,2010,325000,135000,Diesel,Manual
1608,Volkswagen Vento,Volkswagen,2012,330000,86000,Diesel,Manual
1609,Maruti Wagon,Maruti,2010,110000,50000,Petrol,Manual
1610,Maruti S-Presso,Maruti,2019,450000,1950,Petrol,Manual
1611,Maruti Swift,Maruti,2005,85000,118400,Petrol,Manual
1612,Honda Civic,Honda,2007,229999,70000,Petrol,Manual
1613,Hyundai i10,Hyundai,2012,250000,60000,Petrol,Manual
1614,Ford Ecosport,Ford,2015,650000,68000,Diesel,Manual
1615,Maruti Swift,Maruti,2017,600000,46507,Diesel,Manual
1616,Toyota Etios,Toyota,2017,650000,6480,Petrol,Manual
1617,Maruti Vitara,Maruti,2017,750000,32077,Diesel,Manual
1618,Toyota Yaris,Toyota,2018,850000,19107,Petrol,Manual
1619,Hyundai EON,Hyundai,2017,315000,18469,Petrol,Manual
1620,Maruti Swift,Maruti,2015,415000,28217,Petrol,Manual
1621,Maruti Ciaz,Maruti,2016,640000,72787,Diesel,Manual
1622,Maruti Ciaz,Maruti,2017,780000,31063,Petrol,Manual
1623,Toyota Fortuner,Toyota,2017,2595000,79641,Diesel,Automatic
1624,Hyundai Creta,Hyundai,2015,850000,58692,Diesel,Manual
1625,Hyundai Creta,Hyundai,2015,900000,54784,Diesel,Manual
1626,Toyota Corolla,Toyota,2016,1150000,64156,Petrol,Manual
1627,Maruti Esteem,Maruti,2007,75000,54000,Petrol,Manual
1628,Volkswagen Vento,Volkswagen,2012,215000,97000,Diesel,Manual
1629,Maruti SX4,Maruti,2009,130000,120000,Petrol,Automatic
1630,Hyundai Santro,Hyundai,2019,400000,16000,Petrol,Automatic
1631,Maruti Swift,Maruti,2019,550000,60000,Petrol,Automatic
1632,Chevrolet Beat,Chevrolet,2016,245000,52000,Petrol,Manual
1633,Maruti Swift,Maruti,2010,320000,110000,Diesel,Manual
1634,Mahindra TUV,Mahindra,2016,730000,60000,Diesel,Automatic
1635,Ford Fusion,Ford,2005,120000,100000,Petrol,Manual
1636,Honda City,Honda,2017,950000,35000,Petrol,Manual
1637,Maruti Wagon,Maruti,2017,350000,48000,Petrol,Manual
1638,Maruti Esteem,Maruti,2005,100000,20000,Petrol,Manual
1639,Maruti Wagon,Maruti,2017,350000,30000,Petrol,Manual
1640,Maruti Wagon,Maruti,2005,80000,40000,Petrol,Manual
1641,Hyundai Verna,Hyundai,2013,370000,60000,Petrol,Manual
1642,Hyundai EON,Hyundai,2012,160000,70000,Petrol,Manual
1643,Tata Sumo,Tata,2009,130000,120000,Diesel,Manual
1644,Chevrolet Sail,Chevrolet,2016,250000,30000,Petrol,Manual
1645,Tata New,Tata,2012,270000,80000,Diesel,Manual
1646,BMW X1,BMW,2019,2600000,9500,Diesel,Automatic
1647,Hyundai EON,Hyundai,2013,160000,80000,Petrol,Manual
1648,Hyundai EON,Hyundai,2016,229999,80000,Petrol,Manual
1649,Mahindra Bolero,Mahindra,2017,750000,29000,Diesel,Manual
1650,Chevrolet Optra,Chevrolet,2011,195000,120000,Diesel,Manual
1651,Toyota Etios,Toyota,2015,320000,60000,Petrol,Manual
1652,Mahindra Scorpio,Mahindra,2018,1100000,20000,Diesel,Manual
1653,Datsun RediGO,Datsun,2016,270000,22000,Petrol,Manual
1654,Skoda Fabia,Skoda,2012,300000,50000,Petrol,Manual
1655,Chevrolet Beat,Chevrolet,2012,200000,50000,Diesel,Manual
1656,Maruti Zen,Maruti,2007,120000,81366,Petrol,Manual
1657,Maruti Esteem,Maruti,2006,95000,110000,Petrol,Manual
1658,Volkswagen Polo,Volkswagen,2013,400000,100000,Petrol,Manual
1659,Toyota Innova,Toyota,2006,229999,300000,Diesel,Manual
1660,Mahindra KUV,Mahindra,2016,430000,20000,Diesel,Manual
1661,Renault Fluence,Renault,2012,300000,90000,Diesel,Manual
1662,Fiat Linea,Fiat,2013,350000,70000,Petrol,Manual
1663,Renault Duster,Renault,2013,450000,120000,Diesel,Manual
1664,Renault KWID,Renault,2016,200000,53000,Petrol,Manual
1665,Maruti Alto,Maruti,2017,250000,30000,Petrol,Manual
1666,Maruti Swift,Maruti,2012,368000,90000,Petrol,Manual
1667,Maruti Swift,Maruti,2012,368000,90000,Petrol,Manual
1668,Toyota Innova,Toyota,2014,650000,244000,Diesel,Manual
1669,Mahindra Jeep,Mahindra,1997,150000,120000,Diesel,Manual
1670,Maruti Wagon,Maruti,2012,180000,60000,LPG,Manual
1671,Hyundai Grand,Hyundai,2017,525000,15000,Petrol,Manual
1672,Ford Endeavour,Ford,2005,350000,150000,Diesel,Manual
1673,Mahindra TUV,Mahindra,2018,850000,30000,Diesel,Manual
1674,Volkswagen Jetta,Volkswagen,2011,350000,312000,Diesel,Manual
1675,Maruti Esteem,Maruti,2007,75000,54000,Petrol,Manual
1676,Maruti Swift,Maruti,2005,160000,67000,Petrol,Manual
1677,Maruti Swift,Maruti,2017,500000,40000,Diesel,Manual
1678,Hyundai Santro,Hyundai,2008,130000,100000,Petrol,Manual
1679,Tata Zest,Tata,2015,350000,100000,Diesel,Manual
1680,Maruti Wagon,Maruti,2005,70000,80000,Petrol,Manual
1681,Toyota Innova,Toyota,2014,750000,145000,Diesel,Manual
1682,Honda Amaze,Honda,2013,450000,53000,Diesel,Manual
1683,Maruti Swift,Maruti,2015,430000,73000,Diesel,Manual
1684,Maruti SX4,Maruti,2011,260000,90000,Diesel,Manual
1685,Maruti Swift,Maruti,2013,370000,80000,Diesel,Manual
1686,Chevrolet Aveo,Chevrolet,2011,229999,100000,CNG,Manual
1687,Ford Figo,Ford,2011,140000,90000,Diesel,Manual
1688,Toyota Innova,Toyota,2013,700000,200000,Diesel,Manual
1689,Hyundai Elite,Hyundai,2020,545000,7300,Petrol,Manual
1690,Datsun RediGO,Datsun,2017,200000,30000,Petrol,Manual
1691,Tata Safari,Tata,2015,500000,120000,Diesel,Manual
1692,Maruti Alto,Maruti,2008,70000,90000,Petrol,Manual
1693,Mahindra Thar,Mahindra,2013,580000,25000,Diesel,Manual
1694,Maruti Eeco,Maruti,2012,160000,70000,CNG,Manual
1695,Hyundai Grand,Hyundai,2018,450000,6000,Petrol,Manual
1696,Maruti Alto,Maruti,2010,160000,36000,Petrol,Manual
1697,Maruti Ertiga,Maruti,2016,760000,49000,Diesel,Manual
1698,Hyundai EON,Hyundai,2015,300000,22000,Petrol,Manual
1699,Maruti Omni,Maruti,1998,50000,35000,LPG,Manual
1700,Mahindra Bolero,Mahindra,2019,800000,24000,Diesel,Manual
1701,Maruti Swift,Maruti,2018,680000,20000,Diesel,Manual
1702,Maruti 800,Maruti,2009,85000,50000,LPG,Manual
1703,Toyota Innova,Toyota,2016,1300000,70000,Diesel,Manual
1704,Maruti Swift,Maruti,2016,500000,60000,Petrol,Manual
1705,Audi Q5,Audi,2015,3500000,35000,Diesel,Automatic
1706,Hyundai Accent,Hyundai,2008,145000,60000,Petrol,Manual
1707,Mahindra Quanto,Mahindra,2013,300000,60000,Diesel,Manual
1708,Maruti Swift,Maruti,2017,600000,60000,Diesel,Manual
1709,Maruti Swift,Maruti,2015,400000,70000,Petrol,Manual
1710,Hyundai Santro,Hyundai,2007,130000,135000,Petrol,Manual
1711,Maruti 800,Maruti,2001,45000,72539,Petrol,Manual
1712,Maruti Baleno,Maruti,2017,641000,25000,Petrol,Manual
1713,Maruti Swift,Maruti,2015,650000,50000,Diesel,Manual
